# GIGANTIC ProjectDB

Annelida	Dimorphilus gyrociliatus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/063/045/GCA_904063045.1_Dgyrociliatus_assembly/GCA_904063045.1_Dgyrociliatus_assembly_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/063/045/GCA_904063045.1_Dgyrociliatus_assembly/GCA_904063045.1_Dgyrociliatus_assembly_genomic.gff.gz
Annelida	Paraescarpia echinospica	https://figshare.com/ndownloader/files/28945467	https://figshare.com/ndownloader/files/28945458
Annelida	Helobdella robusta	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/326/865/GCF_000326865.1_Helobdella_robusta_v1.0/GCF_000326865.1_Helobdella_robusta_v1.0_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/326/865/GCF_000326865.1_Helobdella_robusta_v1.0/GCF_000326865.1_Helobdella_robusta_v1.0_genomic.gff.gz
Arthropoda	Anopheles gambiae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/575/GCF_000005575.2_AgamP3/GCF_000005575.2_AgamP3_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/575/GCF_000005575.2_AgamP3/GCF_000005575.2_AgamP3_genomic.gff.gz
Arthropoda	Polypedilum vanderplanki	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/290/095/GCA_018290095.1_Pv_5.2/GCA_018290095.1_Pv_5.2_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/290/095/GCA_018290095.1_Pv_5.2/GCA_018290095.1_Pv_5.2_genomic.gff.gz
Arthropoda	Apis mellifera	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/254/395/GCF_003254395.2_Amel_HAv3.1/GCF_003254395.2_Amel_HAv3.1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/254/395/GCF_003254395.2_Amel_HAv3.1/GCF_003254395.2_Amel_HAv3.1_genomic.gff.gz
Arthropoda	Solenopsis invicta	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/802/725/GCF_016802725.1_UNIL_Sinv_3.0/GCF_016802725.1_UNIL_Sinv_3.0_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/802/725/GCF_016802725.1_UNIL_Sinv_3.0/GCF_016802725.1_UNIL_Sinv_3.0_genomic.gff.gz
Arthropoda	Folsomia candida	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/217/175/GCF_002217175.1_ASM221717v1/GCF_002217175.1_ASM221717v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/217/175/GCF_002217175.1_ASM221717v1/GCF_002217175.1_ASM221717v1_genomic.gff.gz
Arthropoda	Artemia franciscana	https://bioinformatics.psb.ugent.be/gdb/artemia/mRNA_Artfr_active_pep_20191220.tfa.xz	https://bioinformatics.psb.ugent.be/gdb/artemia/Artfr_gff3_20191230.tar.gz
Arthropoda	Daphnia magna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/631/705/GCF_020631705.1_ASM2063170v1.1/GCF_020631705.1_ASM2063170v1.1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/631/705/GCF_020631705.1_ASM2063170v1.1/GCF_020631705.1_ASM2063170v1.1_genomic.gff.gz
Arthropoda	Amphibalanus amphitrite	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/059/575/GCF_019059575.1_NRLGWU_Aamphi_draft/GCF_019059575.1_NRLGWU_Aamphi_draft_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/059/575/GCF_019059575.1_NRLGWU_Aamphi_draft/GCF_019059575.1_NRLGWU_Aamphi_draft_genomic.gff.gz
Arthropoda	Pollicipes pollicipes	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/947/565/GCF_011947565.2_Ppol_2/GCF_011947565.2_Ppol_2_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/947/565/GCF_011947565.2_Ppol_2/GCF_011947565.2_Ppol_2_genomic.gff.gz
Arthropoda	Lepas anserifera	https://figshare.com/ndownloader/files/27381107	https://figshare.com/ndownloader/files/27381104
Arthropoda	Eurytemora affinis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/075/GCF_000591075.1_Eaff_2.0/GCF_000591075.1_Eaff_2.0_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/075/GCF_000591075.1_Eaff_2.0/GCF_000591075.1_Eaff_2.0_genomic.gff.gz
Arthropoda	Tigriopus californicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/210/705/GCA_007210705.1_Tcal_SD_v2.1/GCA_007210705.1_Tcal_SD_v2.1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/210/705/GCA_007210705.1_Tcal_SD_v2.1/GCA_007210705.1_Tcal_SD_v2.1_genomic.gff.gz
Arthropoda	Tigriopus kingsejongensis	https://ftp.cngb.org/pub/gigadb/pub/10.5524/100001_101000/100249/Tigriopus_kingsejongensis.protein.fa	https://ftp.cngb.org/pub/gigadb/pub/10.5524/100001_101000/100249/Tigriopus_kingsejongensis_genome.gff3
